"Student_ID","DBMS_Present","DBMS_Absent","DM_Present","DM_Absent","EAD_Present","EAD_Absent","EEA_Present","EEA_Absent","ES_Present","ES_Absent","PQT_Present","PQT_Absent","Attended_Classes","Absentee_Count","Risk_Label"
"6186","44","6","42","8","36","14","44","6","38","12","38","12","242","58","1"
"6187","41","9","43","7","39","11","42","8","39","11","38","12","242","58","0"
"6188","46","4","40","10","40","10","42","8","42","8","35","15","245","55","1"
"6189","46","4","42","8","36","14","44","6","37","13","36","14","241","59","1"
"6190","42","8","42","8","36","14","40","10","37","13","37","13","234","66","1"
"6191","44","6","44","6","36","14","42","8","38","12","38","12","242","58","1"
"6192","41","9","40","10","36","14","46","4","40","10","34","16","237","63","1"
"6193","46","4","39","11","38","12","46","4","42","8","38","12","249","51","0"
"6194","41","9","40","10","38","12","44","6","41","9","38","12","242","58","0"
"6195","44","6","43","7","38","12","42","8","40","10","38","12","245","55","0"
"6196","46","4","40","10","38","12","44","6","42","8","38","12","248","52","0"
"6197","41","9","42","8","40","10","44","6","40","10","36","14","243","57","1"
"6198","46","4","38","12","36","14","46","4","36","14","33","17","235","65","1"
"6199","46","4","44","6","38","12","44","6","40","10","36","14","248","52","1"
"6200","46","4","44","6","35","15","46","4","41","9","38","12","250","50","1"
"6201","44","6","38","12","38","12","45","5","42","8","38","12","245","55","0"
"6202","42","8","44","6","38","12","41","9","37","13","39","11","241","59","1"
"6203","46","4","40","10","39","11","42","8","42","8","36","14","245","55","1"
"6204","42","8","41","9","40","10","42","8","42","8","36","14","243","57","1"
"6205","44","6","44","6","40","10","44","6","40","10","38","12","250","50","0"
"6206","46","4","42","8","39","11","46","4","41","9","36","14","250","50","1"
"6207","42","8","40","10","36","14","40","10","37","13","36","14","231","69","1"
"6208","44","6","44","6","41","9","46","4","42","8","36","14","253","47","1"
"6209","44","6","39","11","36","14","43","7","41","9","38","12","241","59","1"
"6210","42","8","42","8","36","14","40","10","42","8","36","14","238","62","1"
"6211","46","4","41","9","39","11","43","7","38","12","33","17","240","60","1"
"6212","41","9","41","9","35","15","42","8","38","12","34","16","231","69","1"
"6213","42","8","41","9","38","12","46","4","40","10","39","11","246","54","0"
"6214","47","3","41","9","36","14","46","4","40","10","34","16","244","56","1"
"6215","44","6","40","10","39","11","42","8","42","8","38","12","245","55","0"
"6216","42","8","41","9","36","14","46","4","40","10","34","16","239","61","1"
"6217","44","6","43","7","38","12","43","7","39","11","36","14","243","57","1"
"6218","44","6","40","10","37","13","46","4","42","8","38","12","247","53","1"
"6219","44","6","38","12","38","12","42","8","38","12","38","12","238","62","0"
"6220","44","6","41","9","40","10","44","6","38","12","36","14","243","57","1"
"6221","46","4","43","7","37","13","46","4","41","9","34","16","247","53","1"
"6222","43","7","42","8","40","10","46","4","40","10","38","12","249","51","0"
"6223","41","9","44","6","40","10","43","7","42","8","37","13","247","53","1"
"6224","42","8","42","8","40","10","43","7","40","10","34","16","241","59","1"
"6225","46","4","42","8","40","10","40","10","40","10","38","12","246","54","0"
"6226","44","6","41","9","40","10","42","8","42","8","33","17","242","58","1"
"6227","41","9","40","10","41","9","43","7","42","8","35","15","242","58","1"
"6228","45","5","41","9","35","15","41","9","40","10","33","17","235","65","1"
"6229","44","6","38","12","38","12","45","5","38","12","33","17","236","64","1"
"6230","45","5","42","8","36","14","43","7","38","12","33","17","237","63","1"
"6231","42","8","39","11","39","11","44","6","42","8","35","15","241","59","1"
"6232","42","8","42","8","40","10","42","8","38","12","39","11","243","57","0"
"6233","46","4","38","12","40","10","44","6","37","13","38","12","243","57","1"
"6234","46","4","40","10","40","10","42","8","38","12","34","16","240","60","1"
"6235","44","6","42","8","40","10","44","6","36","14","34","16","240","60","1"
"6236","42","8","38","12","36","14","42","8","42","8","34","16","234","66","1"
"6237","44","6","42","8","37","13","42","8","41","9","36","14","242","58","1"
"6238","41","9","41","9","40","10","45","5","36","14","38","12","241","59","1"
"6239","44","6","39","11","40","10","46","4","42","8","39","11","250","50","0"
"6240","43","7","44","6","41","9","45","5","40","10","35","15","248","52","1"
"6241","43","7","41","9","39","11","46","4","42","8","35","15","246","54","1"
"6242","46","4","44","6","37","13","45","5","38","12","39","11","249","51","1"
"6243","43","7","42","8","36","14","41","9","42","8","38","12","242","58","1"
"6244","47","3","42","8","37","13","43","7","36","14","33","17","238","62","1"
"6245","44","6","43","7","40","10","46","4","38","12","39","11","250","50","0"
"6246","46","4","44","6","35","15","40","10","42","8","38","12","245","55","1"
"6247","44","6","40","10","38","12","44","6","37","13","35","15","238","62","1"
"6248","44","6","39","11","40","10","40","10","42","8","34","16","239","61","1"
"6249","44","6","40","10","40","10","42","8","40","10","39","11","245","55","0"
"6250","44","6","39","11","36","14","44","6","40","10","38","12","241","59","1"
"6251","49","1","44","6","40","10","48","2","46","4","42","8","269","31","0"
"6252","48","2","48","2","44","6","50","0","44","6","42","8","276","24","0"
"6253","50","0","45","5","44","6","48","2","44","6","42","8","273","27","0"
"6254","50","0","44","6","42","8","50","0","47","3","39","11","272","28","0"
"6255","50","0","48","2","44","6","50","0","46","4","44","6","282","18","0"
"6256","48","2","45","5","46","4","46","4","43","7","42","8","270","30","0"
"6257","46","4","48","2","40","10","45","5","46","4","42","8","267","33","0"
"6258","46","4","48","2","43","7","50","0","46","4","44","6","277","23","0"
"6259","46","4","44","6","40","10","48","2","42","8","40","10","260","40","0"
"6260","48","2","46","4","44","6","49","1","44","6","45","5","276","24","0"
"6261","50","0","44","6","46","4","50","0","44","6","39","11","273","27","0"
"6262","47","3","46","4","46","4","48","2","46","4","40","10","273","27","0"
"6263","50","0","48","2","43","7","46","4","48","2","44","6","279","21","0"
"6264","50","0","48","2","43","7","48","2","48","2","39","11","276","24","0"
"6265","50","0","47","3","43","7","50","0","44","6","39","11","273","27","0"
"6266","48","2","46","4","44","6","46","4","45","5","44","6","273","27","0"
"6267","49","1","48","2","42","8","48","2","44","6","43","7","274","26","0"
"6268","50","0","48","2","46","4","50","0","44","6","43","7","281","19","0"
"6269","50","0","48","2","42","8","47","3","48","2","44","6","279","21","0"
"6270","49","1","48","2","44","6","50","0","48","2","43","7","282","18","0"
"6271","47","3","43","7","42","8","50","0","48","2","44","6","274","26","0"
"6272","48","2","44","6","45","5","48","2","46","4","42","8","273","27","0"
"6273","46","4","44","6","45","5","46","4","46","4","40","10","267","33","0"
"6274","48","2","49","1","43","7","50","0","46","4","40","10","276","24","0"
"6275","50","0","45","5","42","8","49","1","42","8","42","8","270","30","0"
"6276","48","2","43","7","44","6","48","2","46","4","40","10","269","31","0"
"6277","47","3","46","4","40","10","46","4","44","6","39","11","262","38","0"
"6278","50","0","43","7","46","4","48","2","44","6","42","8","273","27","0"
"6279","49","1","44","6","40","10","48","2","43","7","43","7","267","33","0"
"6280","48","2","49","1","42","8","47","3","47","3","40","10","273","27","0"
"6281","49","1","45","5","40","10","47","3","43","7","44","6","268","32","0"
"6282","50","0","49","1","41","9","50","0","44","6","44","6","278","22","0"
"6283","50","0","45","5","45","5","48","2","45","5","40","10","273","27","0"
"6284","48","2","46","4","46","4","48","2","44","6","40","10","272","28","0"
"6285","50","0","47","3","44","6","49","1","46","4","43","7","279","21","0"
"6286","48","2","48","2","42","8","50","0","44","6","40","10","272","28","0"
"6287","47","3","44","6","42","8","47","3","46","4","44","6","270","30","0"
"6288","46","4","46","4","40","10","49","1","48","2","42","8","271","29","0"
"6289","50","0","49","1","44","6","47","3","46","4","40","10","276","24","0"
"6290","48","2","49","1","45","5","50","0","48","2","44","6","284","16","0"
"6291","50","0","48","2","42","8","49","1","47","3","45","5","281","19","0"
"6292","48","2","44","6","40","10","50","0","45","5","43","7","270","30","0"
"6293","48","2","44","6","42","8","50","0","46","4","42","8","272","28","0"
"6294","50","0","44","6","46","4","48","2","45","5","42","8","275","25","0"
"6295","50","0","46","4","46","4","48","2","44","6","41","9","275","25","0"
"6296","48","2","47","3","44","6","48","2","48","2","39","11","274","26","0"
"6297","48","2","43","7","40","10","46","4","47","3","42","8","266","34","0"
"6298","48","2","49","1","41","9","48","2","44","6","40","10","270","30","0"
"6299","49","1","43","7","40","10","48","2","44","6","41","9","265","35","0"
"6300","50","0","44","6","44","6","45","5","46","4","40","10","269","31","0"
"6301","50","0","44","6","40","10","48","2","42","8","44","6","268","32","0"
"6302","50","0","46","4","41","9","49","1","44","6","41","9","271","29","0"
"6303","48","2","43","7","46","4","48","2","48","2","45","5","278","22","0"
"6304","46","4","47","3","44","6","47","3","46","4","43","7","273","27","0"
"6305","50","0","46","4","40","10","49","1","46","4","42","8","273","27","0"
"6306","50","0","44","6","44","6","47","3","44","6","41","9","270","30","0"
"6307","46","4","47","3","46","4","47","3","45","5","40","10","271","29","0"
"6308","50","0","44","6","45","5","46","4","42","8","42","8","269","31","0"
"6309","49","1","43","7","46","4","49","1","44","6","45","5","276","24","0"
"6310","47","3","43","7","44","6","46","4","44","6","43","7","267","33","0"
"6311","50","0","49","1","41","9","48","2","44","6","44","6","276","24","0"
"6312","47","3","46","4","40","10","48","2","47","3","41","9","269","31","0"
"6313","48","2","44","6","41","9","50","0","47","3","40","10","270","30","0"
"6314","50","0","49","1","45","5","46","4","48","2","44","6","282","18","0"
"6315","49","1","46","4","44","6","46","4","44","6","40","10","269","31","0"
"6316","49","1","48","2","42","8","46","4","43","7","40","10","268","32","0"
"6317","50","0","45","5","42","8","45","5","45","5","42","8","269","31","0"
"6318","50","0","44","6","46","4","50","0","42","8","43","7","275","25","0"
"6319","50","0","46","4","42","8","48","2","42","8","44","6","272","28","0"
"6320","48","2","46","4","40","10","46","4","46","4","45","5","271","29","0"
"6321","46","4","44","6","46","4","50","0","46","4","42","8","274","26","0"
"6322","48","2","48","2","42","8","45","5","46","4","43","7","272","28","0"
"6323","50","0","46","4","41","9","48","2","44","6","40","10","269","31","0"
"6324","50","0","49","1","46","4","45","5","42","8","42","8","274","26","0"
"6325","50","0","45","5","46","4","46","4","46","4","42","8","275","25","0"
"6326","50","0","49","1","45","5","45","5","46","4","42","8","277","23","0"
"6327","46","4","44","6","40","10","48","2","46","4","45","5","269","31","0"
"6328","47","3","48","2","44","6","48","2","48","2","41","9","276","24","0"
"6329","48","2","43","7","41","9","50","0","44","6","40","10","266","34","0"
"6330","50","0","46","4","42","8","46","4","47","3","44","6","275","25","0"
"6331","49","1","44","6","41","9","46","4","44","6","40","10","264","36","0"
"6332","50","0","48","2","40","10","46","4","42","8","42","8","268","32","0"
"6333","50","0","46","4","44","6","46","4","46","4","40","10","272","28","0"
"6334","50","0","45","5","43","7","46","4","42","8","42","8","268","32","0"
"6335","50","0","48","2","40","10","49","1","46","4","45","5","278","22","0"
"6336","48","2","46","4","42","8","47","3","46","4","40","10","269","31","0"
"6337","46","4","44","6","40","10","48","2","44","6","43","7","265","35","0"
"6338","49","1","46","4","44","6","50","0","44","6","41","9","274","26","0"
"6339","50","0","44","6","43","7","48","2","48","2","40","10","273","27","0"
"6340","48","2","45","5","40","10","50","0","46","4","44","6","273","27","0"
"6341","50","0","46","4","40","10","50","0","46","4","45","5","277","23","0"
"6342","46","4","48","2","46","4","50","0","47","3","44","6","281","19","0"
"6343","46","4","44","6","46","4","48","2","46","4","44","6","274","26","0"
"6344","48","2","44","6","41","9","48","2","45","5","39","11","265","35","0"
"6345","46","4","48","2","42","8","50","0","44","6","42","8","272","28","0"
"6346","46","4","44","6","46","4","46","4","44","6","43","7","269","31","0"
"6347","50","0","48","2","40","10","46","4","46","4","44","6","274","26","0"
"6348","50","0","48","2","44","6","47","3","44","6","42","8","275","25","0"
"6349","50","0","44","6","43","7","50","0","44","6","40","10","271","29","0"
"6350","48","2","48","2","45","5","50","0","46","4","42","8","279","21","0"
"6351","47","3","44","6","42","8","48","2","47","3","44","6","272","28","0"
"6352","50","0","46","4","44","6","50","0","46","4","45","5","281","19","0"
"6353","50","0","44","6","45","5","50","0","42","8","44","6","275","25","0"
"6354","46","4","46","4","43","7","48","2","42","8","41","9","266","34","0"
"6355","47","3","43","7","42","8","46","4","42","8","42","8","262","38","0"
"6356","48","2","44","6","44","6","48","2","42","8","40","10","266","34","0"
"6357","46","4","46","4","45","5","47","3","46","4","45","5","275","25","0"
"6358","46","4","46","4","46","4","50","0","44","6","44","6","276","24","0"
"6359","50","0","46","4","42","8","46","4","46","4","40","10","270","30","0"
"6360","50","0","48","2","46","4","50","0","46","4","40","10","280","20","0"
"6361","50","0","44","6","40","10","50","0","45","5","40","10","269","31","0"
"6362","49","1","44","6","44","6","50","0","44","6","42","8","273","27","0"
"6363","50","0","48","2","44","6","45","5","46","4","45","5","278","22","0"
"6364","47","3","46","4","40","10","48","2","46","4","44","6","271","29","0"
"6365","48","2","48","2","44","6","47","3","44","6","44","6","275","25","0"
"6366","48","2","44","6","45","5","48","2","44","6","40","10","269","31","0"
"6367","50","0","48","2","43","7","46","4","47","3","40","10","274","26","0"
"6368","48","2","44","6","44","6","47","3","44","6","42","8","269","31","0"
"6369","50","0","44","6","46","4","46","4","45","5","42","8","273","27","0"
"6370","48","2","46","4","44","6","48","2","42","8","41","9","269","31","0"
"6371","46","4","43","7","40","10","50","0","46","4","40","10","265","35","0"
"6372","48","2","44","6","44","6","46","4","42","8","40","10","264","36","0"
"6373","46","4","49","1","46","4","48","2","44","6","44","6","277","23","0"
"6374","48","2","43","7","43","7","45","5","45","5","42","8","266","34","0"
"6375","50","0","46","4","42","8","47","3","42","8","42","8","269","31","0"
"6376","46","4","44","6","42","8","46","4","44","6","42","8","264","36","0"
"6377","48","2","46","4","45","5","49","1","46","4","40","10","274","26","0"
"6378","46","4","46","4","44","6","50","0","44","6","41","9","271","29","0"
"6379","47","3","44","6","46","4","47","3","42","8","44","6","270","30","0"
"6380","48","2","48","2","41","9","50","0","48","2","42","8","277","23","0"
"6381","48","2","44","6","44","6","46","4","46","4","43","7","271","29","0"
"6382","50","0","49","1","40","10","50","0","44","6","42","8","275","25","0"
"6383","50","0","46","4","45","5","50","0","44","6","44","6","279","21","0"
"6384","47","3","46","4","42","8","46","4","45","5","40","10","266","34","0"
"6385","50","0","46","4","42","8","50","0","46","4","42","8","276","24","0"
"6386","50","0","48","2","44","6","45","5","47","3","44","6","278","22","0"
"6387","46","4","43","7","44","6","48","2","48","2","40","10","269","31","0"
"6388","50","0","48","2","42","8","46","4","42","8","41","9","269","31","0"
"6389","48","2","43","7","46","4","46","4","46","4","42","8","271","29","0"
"6390","50","0","48","2","46","4","45","5","44","6","41","9","274","26","0"
"6391","50","0","43","7","40","10","48","2","44","6","40","10","265","35","0"
"6392","50","0","44","6","42","8","49","1","48","2","45","5","278","22","0"
"6393","50","0","47","3","40","10","50","0","46","4","40","10","273","27","0"
"6394","47","3","48","2","42","8","48","2","45","5","40","10","270","30","0"
"6395","50","0","47","3","46","4","49","1","44","6","40","10","276","24","0"
"6396","50","0","44","6","41","9","46","4","44","6","42","8","267","33","0"
"6397","50","0","47","3","41","9","48","2","43","7","40","10","269","31","0"
"6398","50","0","46","4","45","5","48","2","46","4","42","8","277","23","0"
"6399","46","4","45","5","43","7","46","4","43","7","42","8","265","35","0"
"6400","49","1","46","4","41","9","46","4","46","4","42","8","270","30","0"
"6401","49","1","48","2","44","6","49","1","46","4","41","9","277","23","0"
"6402","50","0","48","2","46","4","46","4","42","8","44","6","276","24","0"
"6403","50","0","46","4","44","6","50","0","48","2","44","6","282","18","0"
"6404","46","4","48","2","42","8","48","2","47","3","42","8","273","27","0"
"6405","50","0","45","5","43","7","45","5","48","2","42","8","273","27","0"
"6406","46","4","43","7","43","7","47","3","44","6","39","11","262","38","0"
"6407","48","2","46","4","46","4","48","2","46","4","43","7","277","23","0"
"6408","46","4","46","4","40","10","50","0","48","2","45","5","275","25","0"
"6409","47","3","44","6","44","6","47","3","46","4","41","9","269","31","0"
"6410","48","2","44","6","42","8","46","4","42","8","42","8","264","36","0"
"6411","50","0","43","7","42","8","46","4","48","2","45","5","274","26","0"
"6412","50","0","48","2","44","6","46","4","46","4","41","9","275","25","0"
"6413","50","0","46","4","46","4","48","2","48","2","44","6","282","18","0"
"6414","50","0","46","4","42","8","46","4","46","4","43","7","273","27","0"
"6415","50","0","46","4","44","6","50","0","46","4","39","11","275","25","0"
"6416","50","0","46","4","45","5","48","2","44","6","41","9","274","26","0"
"6417","48","2","45","5","46","4","50","0","45","5","42","8","276","24","0"
"6418","50","0","46","4","44","6","50","0","45","5","41","9","276","24","0"
"6419","46","4","48","2","45","5","49","1","48","2","40","10","276","24","0"
"6420","46","4","48","2","45","5","50","0","46","4","42","8","277","23","0"
"6421","46","4","48","2","42","8","48","2","48","2","41","9","273","27","0"
"6422","46","4","47","3","43","7","50","0","48","2","44","6","278","22","0"
"6423","46","4","48","2","44","6","46","4","43","7","40","10","267","33","0"
"6424","48","2","48","2","46","4","48","2","42","8","45","5","277","23","0"
"6425","50","0","46","4","44","6","45","5","44","6","42","8","271","29","0"
"6426","46","4","47","3","42","8","46","4","44","6","43","7","268","32","0"
"6427","48","2","48","2","42","8","50","0","46","4","45","5","279","21","0"
"6428","50","0","44","6","44","6","48","2","44","6","42","8","272","28","0"
"6429","49","1","48","2","40","10","45","5","43","7","40","10","265","35","0"
"6430","48","2","47","3","42","8","49","1","46","4","42","8","274","26","0"
"6431","50","0","46","4","46","4","50","0","48","2","40","10","280","20","0"
"6432","48","2","46","4","40","10","50","0","42","8","42","8","268","32","0"
"6433","50","0","45","5","45","5","46","4","48","2","40","10","274","26","0"
"6434","47","3","46","4","46","4","46","4","44","6","45","5","274","26","0"
"6435","50","0","46","4","44","6","50","0","44","6","42","8","276","24","0"
"6436","50","0","44","6","40","10","48","2","46","4","40","10","268","32","0"
"6437","47","3","48","2","43","7","50","0","48","2","44","6","280","20","0"
"6438","46","4","46","4","44","6","45","5","46","4","42","8","269","31","0"
"6439","50","0","43","7","44","6","48","2","45","5","40","10","270","30","0"
"6440","50","0","49","1","42","8","50","0","48","2","39","11","278","22","0"
"6441","50","0","44","6","44","6","46","4","44","6","44","6","272","28","0"
"6442","50","0","49","1","42","8","46","4","46","4","42","8","275","25","0"
"6443","47","3","47","3","40","10","50","0","46","4","41","9","271","29","0"
"6444","46","4","44","6","42","8","46","4","44","6","42","8","264","36","0"
"6445","49","1","46","4","43","7","48","2","44","6","39","11","269","31","0"
"6446","50","0","44","6","46","4","46","4","44","6","42","8","272","28","0"
"6447","47","3","44","6","44","6","50","0","46","4","44","6","275","25","0"
"6448","46","4","47","3","45","5","45","5","42","8","39","11","264","36","0"
"6449","50","0","44","6","40","10","45","5","42","8","42","8","263","37","0"
"6450","47","3","47","3","42","8","49","1","44","6","42","8","271","29","0"
"6451","46","4","44","6","44","6","45","5","46","4","44","6","269","31","0"
"6452","48","2","49","1","44","6","46","4","46","4","40","10","273","27","0"
"6453","48","2","44","6","43","7","46","4","42","8","42","8","265","35","0"
"6454","48","2","48","2","43","7","47","3","46","4","42","8","274","26","0"
"6455","48","2","48","2","40","10","50","0","48","2","40","10","274","26","0"
"6456","47","3","49","1","40","10","50","0","42","8","44","6","272","28","0"
"6457","50","0","44","6","46","4","46","4","42","8","41","9","269","31","0"
"6458","48","2","46","4","42","8","49","1","46","4","42","8","273","27","0"
"6459","47","3","46","4","42","8","48","2","46","4","42","8","271","29","0"
"6460","50","0","48","2","44","6","46","4","44","6","40","10","272","28","0"
"6461","49","1","44","6","44","6","49","1","44","6","39","11","269","31","0"
"6462","46","4","44","6","46","4","46","4","48","2","42","8","272","28","0"
"6463","48","2","44","6","45","5","45","5","45","5","39","11","266","34","0"
"6464","50","0","46","4","46","4","50","0","46","4","45","5","283","17","0"
"6465","50","0","44","6","44","6","47","3","44","6","43","7","272","28","0"
"6466","48","2","46","4","46","4","50","0","48","2","43","7","281","19","0"
"6467","47","3","48","2","46","4","46","4","44","6","40","10","271","29","0"
"6468","50","0","43","7","40","10","50","0","47","3","44","6","274","26","0"
"6469","50","0","49","1","42","8","46","4","44","6","40","10","271","29","0"
"6470","50","0","44","6","42","8","50","0","47","3","40","10","273","27","0"
"6471","50","0","45","5","40","10","50","0","44","6","42","8","271","29","0"
"6472","50","0","47","3","40","10","50","0","44","6","42","8","273","27","0"
"6473","50","0","46","4","44","6","48","2","42","8","42","8","272","28","0"
"6474","47","3","43","7","42","8","46","4","43","7","42","8","263","37","0"
"6475","46","4","46","4","44","6","46","4","42","8","41","9","265","35","0"
"6476","50","0","45","5","44","6","47","3","43","7","42","8","271","29","0"
"6477","50","0","46","4","43","7","50","0","45","5","44","6","278","22","0"
"6478","50","0","45","5","42","8","50","0","42","8","42","8","271","29","0"
"6479","46","4","47","3","45","5","46","4","44","6","43","7","271","29","0"
"6480","46","4","46","4","46","4","48","2","48","2","44","6","278","22","0"
"6481","48","2","47","3","40","10","48","2","47","3","40","10","270","30","0"
"6482","46","4","43","7","40","10","46","4","48","2","44","6","267","33","0"
"6483","50","0","47","3","42","8","50","0","43","7","40","10","272","28","0"
"6484","49","1","48","2","42","8","45","5","43","7","42","8","269","31","0"
"6485","48","2","46","4","40","10","47","3","46","4","40","10","267","33","0"
"6486","48","2","45","5","42","8","47","3","43","7","42","8","267","33","0"
"6487","47","3","46","4","45","5","48","2","48","2","42","8","276","24","0"
"6488","50","0","48","2","42","8","48","2","45","5","42","8","275","25","0"
"6489","48","2","45","5","40","10","50","0","48","2","42","8","273","27","0"
"6490","50","0","48","2","42","8","50","0","42","8","42","8","274","26","0"
"6491","46","4","44","6","43","7","46","4","46","4","44","6","269","31","0"
"6492","50","0","43","7","44","6","50","0","43","7","42","8","272","28","0"
"6493","46","4","44","6","44","6","45","5","46","4","39","11","264","36","0"
"6494","46","4","49","1","40","10","48","2","45","5","42","8","270","30","0"
"6495","48","2","44","6","46","4","49","1","47","3","40","10","274","26","0"
"6496","50","0","48","2","40","10","48","2","43","7","42","8","271","29","0"
"6497","50","0","44","6","42","8","49","1","42","8","42","8","269","31","0"
"6498","49","1","43","7","43","7","45","5","46","4","42","8","268","32","0"
"6499","50","0","45","5","46","4","48","2","48","2","45","5","282","18","0"
"6500","46","4","46","4","42","8","50","0","48","2","42","8","274","26","0"
